bioproject	biosample	run_accession	cohort_role	disease_harmonized	patient_unit_or_basis	library_layout	instrument	fastq_url_1	fastq_url_2	fastq_url_unpaired	expected_bytes	expected_bytes_1	expected_bytes_2	expected_bytes_unpaired	expected_md5_1	expected_md5_2	expected_md5_unpaired	ena_read_count	ena_base_count	local_path_1	local_path_2	local_path_unpaired	download_status	checksum_status	actual_bytes
PRJNA622860	SAMN14531036	SRR11474120	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/020/SRR11474120/SRR11474120_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/020/SRR11474120/SRR11474120_2.fastq.gz	NA	139387214	62151993	77235221	NA	4c7f208fb9205badcad2e11ab5d5a8cb	1dcf2e6f2524d7ac996fb60878f811f2	NA	341246	184777133	data/raw/g4_phase1/PRJNA622860/SRR11474120/SRR11474120_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474120/SRR11474120_2.fastq.gz	NA	DOWNLOADED	PASS	139387214
PRJNA622860	SAMN14531037	SRR11474119	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/019/SRR11474119/SRR11474119_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/019/SRR11474119/SRR11474119_2.fastq.gz	NA	221899040	100972762	120926278	NA	bdbf224204be5c5861a15b8b844b133e	7367909df491ae18d53524ad729900cc	NA	583067	300831017	data/raw/g4_phase1/PRJNA622860/SRR11474119/SRR11474119_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474119/SRR11474119_2.fastq.gz	NA	DOWNLOADED	PASS	221899040
PRJNA622860	SAMN14531038	SRR11474118	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/018/SRR11474118/SRR11474118_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/018/SRR11474118/SRR11474118_2.fastq.gz	NA	197315008	88070561	109244447	NA	4cacb3e462ffd28f17b899b59454d8d8	b5c24c3093fb8d98d9c6b04e1e2a8632	NA	502979	266615719	data/raw/g4_phase1/PRJNA622860/SRR11474118/SRR11474118_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474118/SRR11474118_2.fastq.gz	NA	DOWNLOADED	PASS	197315008
PRJNA622860	SAMN14531039	SRR11474117	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/017/SRR11474117/SRR11474117_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/017/SRR11474117/SRR11474117_2.fastq.gz	NA	57109601	26931823	30177778	NA	ed0803a8d03e884f729476864b01bb71	6dd9d52654175c3be535331a7e607df5	NA	484756	81485596	data/raw/g4_phase1/PRJNA622860/SRR11474117/SRR11474117_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474117/SRR11474117_2.fastq.gz	NA	DOWNLOADED	PASS	57109601
PRJNA622860	SAMN14531040	SRR11474116	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/016/SRR11474116/SRR11474116_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/016/SRR11474116/SRR11474116_2.fastq.gz	NA	150898454	67317972	83580482	NA	f533306728fc331b61361182bee20d95	8996bf3e72e136edee75b863315f5638	NA	346772	191245344	data/raw/g4_phase1/PRJNA622860/SRR11474116/SRR11474116_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474116/SRR11474116_2.fastq.gz	NA	DOWNLOADED	PASS	150898454
PRJNA622860	SAMN14531041	SRR11474114	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/014/SRR11474114/SRR11474114_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/014/SRR11474114/SRR11474114_2.fastq.gz	NA	234985969	105603714	129382255	NA	e7cfc6104d6e7b76bc8fb932f56ddfa9	a32cb864128f8385b51e8af5b05a06b9	NA	593474	314789125	data/raw/g4_phase1/PRJNA622860/SRR11474114/SRR11474114_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474114/SRR11474114_2.fastq.gz	NA	DOWNLOADED	PASS	234985969
PRJNA622860	SAMN14531042	SRR11474113	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/013/SRR11474113/SRR11474113_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/013/SRR11474113/SRR11474113_2.fastq.gz	NA	202367888	90475487	111892401	NA	d6b635deeafe94f1b13365fe80c9e8c0	d8ae2192aaa78139057b4ab0e5b8c9d0	NA	507627	270480534	data/raw/g4_phase1/PRJNA622860/SRR11474113/SRR11474113_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474113/SRR11474113_2.fastq.gz	NA	DOWNLOADED	PASS	202367888
PRJNA622860	SAMN14531043	SRR11474112	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/012/SRR11474112/SRR11474112_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/012/SRR11474112/SRR11474112_2.fastq.gz	NA	130318420	58827127	71491293	NA	d4ba70f687b09a1647898b2e6cd7e8c4	34c97b233ff48635ae2a0eb72131d491	NA	306673	170317030	data/raw/g4_phase1/PRJNA622860/SRR11474112/SRR11474112_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474112/SRR11474112_2.fastq.gz	NA	DOWNLOADED	PASS	130318420
PRJNA622860	SAMN14531044	SRR11474111	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/011/SRR11474111/SRR11474111_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/011/SRR11474111/SRR11474111_2.fastq.gz	NA	216666299	96344404	120321895	NA	51ce3876decca98386e93a14557c2c3c	800dd6486ca5141be2f87c404f48148c	NA	528203	287566554	data/raw/g4_phase1/PRJNA622860/SRR11474111/SRR11474111_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474111/SRR11474111_2.fastq.gz	NA	DOWNLOADED	PASS	216666299
PRJNA622860	SAMN14531045	SRR11474110	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/010/SRR11474110/SRR11474110_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/010/SRR11474110/SRR11474110_2.fastq.gz	NA	233710723	104210369	129500354	NA	3f2093b210891c56af43118e677fa6a6	ab1c79dd17524c0df674658d0375c296	NA	585574	315268588	data/raw/g4_phase1/PRJNA622860/SRR11474110/SRR11474110_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474110/SRR11474110_2.fastq.gz	NA	DOWNLOADED	PASS	233710723
PRJNA622860	SAMN14531046	SRR11474109	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/009/SRR11474109/SRR11474109_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/009/SRR11474109/SRR11474109_2.fastq.gz	NA	227755878	101502632	126253246	NA	66386335f94011cd663f8e70861bbee8	256dc46e083006783d7297b1be2a7c3d	NA	580528	306274040	data/raw/g4_phase1/PRJNA622860/SRR11474109/SRR11474109_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474109/SRR11474109_2.fastq.gz	NA	DOWNLOADED	PASS	227755878
PRJNA622860	SAMN14531047	SRR11474108	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/008/SRR11474108/SRR11474108_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/008/SRR11474108/SRR11474108_2.fastq.gz	NA	296599443	134857083	161742360	NA	3dfa03acaab34f00e65617f982446ea0	fee0cbdf3b79c9e8250d332be497bf3c	NA	788022	409480350	data/raw/g4_phase1/PRJNA622860/SRR11474108/SRR11474108_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474108/SRR11474108_2.fastq.gz	NA	DOWNLOADED	PASS	296599443
PRJNA622860	SAMN14531048	SRR11474107	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/007/SRR11474107/SRR11474107_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/007/SRR11474107/SRR11474107_2.fastq.gz	NA	130504600	62506027	67998573	NA	956da44702cc0588acf2a745bb6d791a	b541738dcaebda5792c6bb69aa9c9240	NA	860927	199970490	data/raw/g4_phase1/PRJNA622860/SRR11474107/SRR11474107_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474107/SRR11474107_2.fastq.gz	NA	DOWNLOADED	PASS	130504600
PRJNA622860	SAMN14531049	SRR11474106	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/006/SRR11474106/SRR11474106_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/006/SRR11474106/SRR11474106_2.fastq.gz	NA	252120806	113534846	138585960	NA	0e7d4dff4b2467ffa1da70ad2f25c868	6ffdd67bb3c948ac3807d232363dafa6	NA	613873	335288423	data/raw/g4_phase1/PRJNA622860/SRR11474106/SRR11474106_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474106/SRR11474106_2.fastq.gz	NA	DOWNLOADED	PASS	252120806
PRJNA622860	SAMN14531050	SRR11474105	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/005/SRR11474105/SRR11474105_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/005/SRR11474105/SRR11474105_2.fastq.gz	NA	130054684	62336834	67717850	NA	70225596ba62d95f07fd2ad07dcf69c6	225927e89b9c5e41694093d090591cd5	NA	953113	198013841	data/raw/g4_phase1/PRJNA622860/SRR11474105/SRR11474105_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474105/SRR11474105_2.fastq.gz	NA	DOWNLOADED	PASS	130054684
PRJNA622860	SAMN14531051	SRR11474103	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/003/SRR11474103/SRR11474103_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/003/SRR11474103/SRR11474103_2.fastq.gz	NA	275444913	123438356	152006557	NA	55eac050e0e808d645dd4f58e0b3cfef	5c46b281003d0f67b522e1aab9a61ffb	NA	735637	376872104	data/raw/g4_phase1/PRJNA622860/SRR11474103/SRR11474103_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474103/SRR11474103_2.fastq.gz	NA	DOWNLOADED	PASS	275444913
PRJNA622860	SAMN14531052	SRR11474102	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/002/SRR11474102/SRR11474102_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/002/SRR11474102/SRR11474102_2.fastq.gz	NA	245814351	110466585	135347766	NA	e4c0afcd0bf2174385f8aa15812db52a	0052c3512d65082b4045e9f5253bbfc5	NA	628981	330977967	data/raw/g4_phase1/PRJNA622860/SRR11474102/SRR11474102_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474102/SRR11474102_2.fastq.gz	NA	DOWNLOADED	PASS	245814351
PRJNA622860	SAMN14531053	SRR11474101	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/001/SRR11474101/SRR11474101_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/001/SRR11474101/SRR11474101_2.fastq.gz	NA	148394806	66586225	81808581	NA	13e10093d6b71a217e355f575c5932e3	28791b516e75ca8bcbf6598270f83efb	NA	369531	197808891	data/raw/g4_phase1/PRJNA622860/SRR11474101/SRR11474101_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474101/SRR11474101_2.fastq.gz	NA	DOWNLOADED	PASS	148394806
PRJNA622860	SAMN14531054	SRR11474100	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/000/SRR11474100/SRR11474100_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/000/SRR11474100/SRR11474100_2.fastq.gz	NA	276374420	130580687	145793733	NA	60b4a8aa25445ee2669ec4e54d910a21	f9c9588d7d1463a5c9f843c87a35d509	NA	1618581	426373044	data/raw/g4_phase1/PRJNA622860/SRR11474100/SRR11474100_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474100/SRR11474100_2.fastq.gz	NA	DOWNLOADED	PASS	276374420
PRJNA622860	SAMN14531055	SRR11474099	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/099/SRR11474099/SRR11474099_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/099/SRR11474099/SRR11474099_2.fastq.gz	NA	267788680	119460658	148328022	NA	59c0066f940d1a190607cc069bb36713	904e2b177e060493d7856a6678d3f6b4	NA	785934	375483260	data/raw/g4_phase1/PRJNA622860/SRR11474099/SRR11474099_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474099/SRR11474099_2.fastq.gz	NA	DOWNLOADED	PASS	267788680
PRJNA622860	SAMN14531056	SRR11474098	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/098/SRR11474098/SRR11474098_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/098/SRR11474098/SRR11474098_2.fastq.gz	NA	318281972	143180028	175101944	NA	ad34f71626aec8cee1222863aa94e3ec	e41c79bcbb02d353f48069e11a2679b4	NA	760284	418522720	data/raw/g4_phase1/PRJNA622860/SRR11474098/SRR11474098_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474098/SRR11474098_2.fastq.gz	NA	DOWNLOADED	PASS	318281972
PRJNA622860	SAMN14531057	SRR11474097	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/097/SRR11474097/SRR11474097_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/097/SRR11474097/SRR11474097_2.fastq.gz	NA	103568800	48514303	55054497	NA	ab02f5330abd84618f970f3eb6c1c7ca	3eadf81bfef407735b73fe646566b626	NA	818274	149864289	data/raw/g4_phase1/PRJNA622860/SRR11474097/SRR11474097_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474097/SRR11474097_2.fastq.gz	NA	DOWNLOADED	PASS	103568800
PRJNA622860	SAMN14531058	SRR11474096	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/096/SRR11474096/SRR11474096_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/096/SRR11474096/SRR11474096_2.fastq.gz	NA	143585374	64874028	78711346	NA	774cdbe3b862cae861134ccbdb0a9751	ede3867ec034b79a57a0f38a7046b80a	NA	695921	211503460	data/raw/g4_phase1/PRJNA622860/SRR11474096/SRR11474096_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474096/SRR11474096_2.fastq.gz	NA	DOWNLOADED	PASS	143585374
PRJNA622860	SAMN14531059	SRR11474095	WITHIN_HOST_VALIDATION	UNKNOWN	SINGLE_HOST_SOURCE_STATED (no BioSample patient code)	PAIRED	Illumina MiSeq	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/095/SRR11474095/SRR11474095_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/095/SRR11474095/SRR11474095_2.fastq.gz	NA	154920410	70718818	84201592	NA	a56702ac92817ef564fffbe86374c865	3dad1dc3adcc8e0f7bb87d570929c2f7	NA	438504	224243697	data/raw/g4_phase1/PRJNA622860/SRR11474095/SRR11474095_1.fastq.gz	data/raw/g4_phase1/PRJNA622860/SRR11474095/SRR11474095_2.fastq.gz	NA	DOWNLOADED	PASS	154920410
