locus_id	motif_class	motif_class_interpretation	g5_primary_association_eligibility	audit_status	known_pv	g7_technical_eligibility	reasons
HPL00362	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00363	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00364	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00365	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00366	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00367	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00368	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	BOUNDARY_STABLE	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY
HPL00369	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00370	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00371	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	BOUNDARY_STABLE	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY
HPL00372	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL00373	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL00374	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_BOUNDARY_AMBIGUOUS
HPL00375	TRINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00376	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00377	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00378	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00379	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00380	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00381	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE_FLAGGED_PROVISIONAL	NA
HPL00382	TRINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00383	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00384	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00385	DINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE_FLAGGED_PROVISIONAL	NA
HPL00386	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00387	TRINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE_FLAGGED_PROVISIONAL	NA
HPL00388	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_BOUNDARY_AMBIGUOUS
HPL00389	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	BOUNDARY_STABLE	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY
HPL00390	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00391	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_BOUNDARY_AMBIGUOUS
HPL00392	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00393	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00394	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00395	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL00396	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	BOUNDARY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_BOUNDARY_AMBIGUOUS
HPL00397	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00398	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL00399	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL00400	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL00401	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00402	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00403	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00404	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00405	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00406	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00407	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00408	TRINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00409	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00410	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00411	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00412	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	BOUNDARY_STABLE	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY
HPL00413	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00414	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00415	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00416	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00417	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	BOUNDARY_STABLE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5
HPL00418	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL00419	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00420	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00421	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00422	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	BOUNDARY_STABLE	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY
HPL00423	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00424	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00425	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	BOUNDARY_STABLE	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY
HPL00426	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE_FLAGGED_PROVISIONAL	NA
HPL00427	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00428	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00429	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00430	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00431	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	BOUNDARY_STABLE	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY
HPL00432	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00433	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00434	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00435	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00436	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00437	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	BOUNDARY_STABLE	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY
HPL00438	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_BOUNDARY_AMBIGUOUS
HPL00439	TRINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE_FLAGGED_PROVISIONAL	NA
HPL00440	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00441	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00442	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00443	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00444	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_BOUNDARY_AMBIGUOUS
HPL00445	MOTIF_GE4	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00446	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_BOUNDARY_AMBIGUOUS
HPL00447	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00448	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	BOUNDARY_AMBIGUOUS	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY;BOUNDARY_AUDIT_BOUNDARY_AMBIGUOUS
HPL00449	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	BOUNDARY_STABLE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5
HPL00450	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00451	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00452	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00453	DINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE_FLAGGED_PROVISIONAL	NA
HPL00454	TRINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE_FLAGGED_PROVISIONAL	NA
HPL00455	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL00456	TRINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	PENDING_G7	BOUNDARY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_BOUNDARY_AMBIGUOUS
HPL00457	TRINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL00458	TRINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00459	TRINUCLEOTIDE	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00460	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00461	MOTIF_GE4	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL00462	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	BOUNDARY_STABLE	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY
HPL00463	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00464	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00465	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00466	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00467	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	BOUNDARY_STABLE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5
HPL00468	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00469	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	BOUNDARY_STABLE	NO	ELIGIBLE	NA
HPL00470	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00471	MONO_GC	SUPPORTED_BUT_ALLELE_DIVERSITY_LIMITED	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00472	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00473	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	BOUNDARY_STABLE	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5
HPL00474	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00475	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	PENDING_G7	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
HPL00476	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	INELIGIBLE_PLATFORM_CONFOUNDED_CALLABILITY	INSUFFICIENT_TO_RESOLVE	NO	NOT_ELIGIBLE	PLATFORM_CONFOUNDED_CALLABILITY;BOUNDARY_AUDIT_INSUFFICIENT_TO_RESOLVE
HPL00477	MONO_AT	EMPIRICALLY_VALIDATED_EXACT	NOT_APPLICABLE_UNCALLABLE_OR_INELIGIBLE	ORTHOLOGY_AMBIGUOUS	NO	NOT_ELIGIBLE	NOT_CALLABLE_OR_NOT_CALLER_ELIGIBLE_UNDER_G5;BOUNDARY_AUDIT_ORTHOLOGY_AMBIGUOUS
