cohort	contrast	locus_class	locus_id	pass_screen	n_callable	callability	n_distinct	minor_count	reason
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00337	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00421	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00044	False	7	0.6364	2	1	CALLABILITY_0.636_LT_0.80;MINOR_ALLELE_COUNT_1_LT_2
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00305	False	10	0.9091	2	1	MINOR_ALLELE_COUNT_1_LT_2
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00090	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00239	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00380	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00419	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00072	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00232	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00162	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00573	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00014	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00117	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00002	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00267	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00640	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00817	False	9	0.8182	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00143	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00322	False	5	0.4545	2	1	CALLABILITY_0.455_LT_0.80;MINOR_ALLELE_COUNT_1_LT_2
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00303	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00429	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00809	False	4	0.3636	1	0	CALLABILITY_0.364_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00174	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00154	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00835	False	9	0.8182	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00050	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00042	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00465	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00089	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00199	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00505	False	3	0.2727	1	0	CALLABILITY_0.273_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00503	False	8	0.7273	4	2	CALLABILITY_0.727_LT_0.80
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00079	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00169	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00548	False	4	0.3636	1	0	CALLABILITY_0.364_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00313	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00601	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00319	False	4	0.3636	1	0	CALLABILITY_0.364_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL01081	False	3	0.2727	1	0	CALLABILITY_0.273_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00370	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00074	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00204	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00292	False	3	0.2727	1	0	CALLABILITY_0.273_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00112	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00709	True	9	0.8182	2	2	PASS
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00682	False	2	0.1818	2	1	CALLABILITY_0.182_LT_0.80;MINOR_ALLELE_COUNT_1_LT_2
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00466	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00413	False	9	0.8182	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00524	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00761	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00447	False	9	0.8182	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00530	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00145	False	8	0.7273	1	0	CALLABILITY_0.727_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00262	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00273	False	8	0.7273	1	0	CALLABILITY_0.727_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00450	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00514	False	8	0.7273	1	0	CALLABILITY_0.727_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00113	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00351	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00407	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00127	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00493	False	11	1.0	2	1	MINOR_ALLELE_COUNT_1_LT_2
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00275	False	7	0.6364	1	0	CALLABILITY_0.636_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00576	False	4	0.3636	1	0	CALLABILITY_0.364_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00604	False	4	0.3636	2	1	CALLABILITY_0.364_LT_0.80;MINOR_ALLELE_COUNT_1_LT_2
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00183	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00001	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00084	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00126	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00191	False	8	0.7273	1	0	CALLABILITY_0.727_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00077	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00289	False	8	0.7273	1	0	CALLABILITY_0.727_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00064	False	6	0.5455	2	2	CALLABILITY_0.545_LT_0.80
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00270	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00297	False	9	0.8182	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00354	False	7	0.6364	1	0	CALLABILITY_0.636_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00392	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00750	False	7	0.6364	1	0	CALLABILITY_0.636_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL01110	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00435	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PRIMARY_TECHNICAL	HPL00040	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00312	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00387	False	6	0.5455	1	0	CALLABILITY_0.545_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00439	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00510	False	5	0.4545	1	0	CALLABILITY_0.455_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00061	False	7	0.6364	4	2	CALLABILITY_0.636_LT_0.80
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00549	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00426	False	2	0.1818	2	1	CALLABILITY_0.182_LT_0.80;MINOR_ALLELE_COUNT_1_LT_2
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00033	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00046	False	9	0.8182	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00060	False	3	0.2727	1	0	CALLABILITY_0.273_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00453	False	6	0.5455	6	1	CALLABILITY_0.545_LT_0.80;MINOR_ALLELE_COUNT_1_LT_2
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00385	False	7	0.6364	1	0	CALLABILITY_0.636_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00608	False	9	0.8182	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00230	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00083	False	11	1.0	2	1	MINOR_ALLELE_COUNT_1_LT_2
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00330	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00454	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00045	False	4	0.3636	3	1	CALLABILITY_0.364_LT_0.80;MINOR_ALLELE_COUNT_1_LT_2
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00291	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00487	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00499	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00018	False	3	0.2727	2	1	CALLABILITY_0.273_LT_0.80;MINOR_ALLELE_COUNT_1_LT_2
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00743	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL01098	False	7	0.6364	1	0	CALLABILITY_0.636_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00381	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00628	False	0	0.0	0	0	CALLABILITY_0.000_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00022	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00533	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00063	False	11	1.0	2	1	MINOR_ALLELE_COUNT_1_LT_2
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00030	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00685	False	5	0.4545	4	1	CALLABILITY_0.455_LT_0.80;MINOR_ALLELE_COUNT_1_LT_2
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00031	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00197	False	9	0.8182	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00151	False	5	0.4545	1	0	CALLABILITY_0.455_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00065	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00622	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00299	False	10	0.9091	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00518	False	8	0.7273	4	2	CALLABILITY_0.727_LT_0.80
PRJNA360417	NAG_vs_IM	PROVISIONAL_TECHNICAL	HPL00070	False	11	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00332	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00483	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00049	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00076	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00350	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00055	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00498	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00293	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00103	True	10	1.0	6	3	PASS
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00752	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00390	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00019	False	1	0.1	1	0	CALLABILITY_0.100_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00158	False	7	0.7	1	0	CALLABILITY_0.700_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL01050	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00329	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00080	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00377	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00409	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00104	False	4	0.4	1	0	CALLABILITY_0.400_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00301	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00378	False	8	0.8	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00341	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00333	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00198	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00497	False	8	0.8	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00403	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00037	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00156	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00038	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00099	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00251	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00506	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00073	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00529	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00068	True	9	0.9	2	4	PASS
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00123	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00479	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00977	False	6	0.6	1	0	CALLABILITY_0.600_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00247	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00139	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00780	False	7	0.7	1	0	CALLABILITY_0.700_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00051	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00469	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00571	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00170	False	0	0.0	0	0	CALLABILITY_0.000_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00393	False	9	0.9	2	1	MINOR_ALLELE_COUNT_1_LT_2
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00178	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00071	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00121	True	10	1.0	2	3	PASS
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00884	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00816	False	4	0.4	1	0	CALLABILITY_0.400_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00288	False	8	0.8	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00244	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00353	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00840	False	1	0.1	1	0	CALLABILITY_0.100_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL01140	False	1	0.1	1	0	CALLABILITY_0.100_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00582	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00277	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00224	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
